(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants reading intently looking down at a jade slip, luxurious imperial study room with wooden desks and bookshelves, daytime, bright natural lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform offering a cigarette looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sitting looking depressed, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling bitterly taking the cigarette looking down, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform holding a lighter lighting a cigarette looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe coughing violently looking down, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform laughing patting the shoulder of 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling awkwardly looking forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking relieved staring forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform smiling cheerfully looking forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking helplessly at 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform acting excited looking back, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform laughing looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking dazed and frustrated looking at the door, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform patting the shoulder of 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking serious, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform talking seriously looking forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking frustrated looking forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking angry and humiliated staring off-screen, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe clenching fists looking resentful staring off-screen, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sighing looking defeated staring down, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking determined staring forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform leaning in whispering looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking relieved, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform whispering with a smirk looking forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform looking sneaky whispering looking off-screen left, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe grinding teeth looking angry but happy staring off-screen right, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform patting the shoulder of 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe talking earnestly looking back, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform smiling cunningly looking forward, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe holding a communication device transferring money looking down, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform smiling happily standing up looking down, messy room inside a house, daytime, indoor lighting, slightly hazy
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform walking away smiling greedily looking forward, messy street outside, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform walking and smiling slyly looking off-screen left, messy street outside, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform walking confidently looking forward, busy street in a city, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sitting calmly at a desk looking at some documents, messy room inside a house, daytime, indoor lighting, soft shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe reading a book intently looking down, messy room inside a house, daytime, indoor lighting, soft shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking deeply ambitious staring forward, messy room inside a house, daytime, indoor lighting, soft shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sitting before an alchemy furnace focusing intensely looking at the fire, tidy room inside a house, daytime, bright firelight, glowing embers
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sorting magical herbs excitedly looking down, tidy room inside a house, daytime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform standing near the door looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe working at the furnace ignoring him, tidy room inside a house, daytime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe focused completely on an alchemy furnace looking forward, tidy room inside a house, daytime, bright firelight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, a male prisoner scrubbing a dirty floor looking exhausted, dark prison cell, daytime, dim lighting, grimy atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, some prisoners standing menacingly looking forward, dark prison cell, daytime, dim lighting, grimy atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling slightly controlling the fire looking at the furnace, tidy room inside a house, daytime, bright firelight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe with messy hair and tired eyes looking determinedly at the furnace, tidy room inside a house, nighttime, warm firelight from the furnace
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe carefully dropping herbs into a glowing furnace looking down, tidy room inside a house, nighttime, warm firelight from the furnace
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe staring wide-eyed looking at three glowing silver pills floating, tidy room inside a house, nighttime, bright silver glow from the pills
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe with a messy beard looking shocked staring into the glowing furnace, tidy room inside a house, nighttime, bright silver glow from the pills
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Full body shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe jumping high with arms raised yelling excitedly looking up, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe pointing excitedly looking at a camera on the ceiling, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe pacing back and forth excitedly looking around, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe turning his head in surprise looking at the door, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe walking hesitantly looking towards the door, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking confused and suspicious staring off-screen, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe opening the door looking surprised at 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform standing formally looking back at him, doorway of a house, nighttime, bright indoor lighting spilling out
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking flustered and nervous staring forward, doorway of a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform walking inside politely looking forward past 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe stepping aside nervously looking at her, hallway of a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe gesturing nervously leading 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform looking forward, tidy room inside a house with an alchemy furnace, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe rubbing hands nervously standing aside looking off-screen right, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, some officials leaning in looking intently off-screen down, tidy room inside a house, nighttime, bright silver glow reflecting on faces
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, some officials breathing in deeply looking amazed off-screen, tidy room inside a house, nighttime, magical glowing particles in the air
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform looking amazed and convinced staring off-screen down, tidy room inside a house, nighttime, bright silver glow reflecting on her face
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, an official setting up a magical testing machine looking down, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, an official carefully placing a glowing silver pill onto a testing device looking down, tidy room inside a house, nighttime, bright silver glow
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, an official looking shocked at a glowing screen on a machine, tidy room inside a house, nighttime, bright light from the screen
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, some officials cheering and smiling happily looking forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe staring blankly with an open mouth looking completely stunned, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, an official adjusting the testing machine looking intently at the pill, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform stepping forward seriously looking at the testing machine, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform carefully placing the pill on a new machine looking down, tidy room inside a house, nighttime, bright silver glow
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, some officials clapping and cheering excitedly looking forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform sighing in relief looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing dazed in the corner looking blankly forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform smiling with a look of disbelief looking off-screen right, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform looking admiringly staring off-screen right, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform shaking hands firmly looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking flustered back at her, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform speaking respectfully looking forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe breathing heavily looking utterly shocked, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform talking seriously holding a small box looking forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform smiling encouragingly looking forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform speaking warmly looking forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe staring wide-eyed in disbelief looking forward, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, some officials whispering eagerly to each other looking off-screen right, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, some officials lining up bowing slightly looking off-screen left, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, an official smiling brightly offering congratulations looking off-screen left, tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe walking dizzily surrounded by people looking overwhelmed, leaving the tidy room inside a house, nighttime, bright indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform standing formally in a living room raising one finger speaking seriously looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform speaking strictly looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform holding up two fingers explaining looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform holding up three fingers speaking firmly looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform gesturing around the room looking strictly forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe nodding obediently looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe looking thoughtful scratching his head staring forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe pondering deeply looking down, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe rubbing his chin thinking looking off-screen right, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling slightly looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe asking a question looking curious staring forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe gesturing casually looking confused off-screen left, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe shrugging lightly looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform shaking her head slightly looking seriously forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 34-year-old female fit build short neat black hair sharp dark eyes intelligent facial features Forest green tactical military uniform waving her hand dismissively looking forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling widely looking thrilled staring forward, living room inside a house, nighttime, warm indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform carrying a wine bottle and a food packet walking happily looking forward, street outside a house, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform walking and thinking deeply looking down, street outside a house, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform smiling softly looking reminiscent, street outside a house, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform looking impressed staring forward, street outside a house, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform holding the wine tight looking enthusiastic, street outside a house, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform walking with a genuine smile looking forward, street outside a house, daytime, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform walking relaxed feeling happy looking forward, street outside a house, daytime, bright sunlight
